pmra,pmra_error,pmdec,pmdec_error,names,pmra,pmra_err,pmdec,pmdec_err,Para diff,Pmdec diff
122.8637296,1.197017697,-71.16597382,1.669768175,J0437-4715,121.4399328,0,-71.47620158,0,0.31022776,
2.976959985,0.526105044,-26.94384758,0.632023953,J1012+5307,2.623712256,0.02518375749261203209,-25.45880892,0.02704717620756740687,-1.48503866,
-35.51929892,0.640337686,-47.93231066,0.659436543,J1024-0719,-35.3049269,0.04111658951045796956,-48.24394017,0.08132521485737251310 ,0.31162951,
-0.031849016,2.962724629,-10.483062,2.749171195,J1732-5049,-0.4321012,0.13964987609722576134,-9.909960846,0.19443960756786698996,-0.57310115,
-0.672057539,1.309755179,-5.449112763,1.316857376,J1910+1256,0.250610128,0.10915547917200385530 ,-6.934721358,0.28654775359790257694,1.48560860,
-3.092116051,0.290284591,-7.962991888,0.323202135,J1955+2908,-0.811624529,0.56993207446215943257 ,-4.065468091,0.66213598864487832607,-3.89752380,
